,text,label
29381,@Kiwiartist   Hi to one kiwi artist from another kiwi artist,neutral
29385,@GreeGreece it's the little thing that links us to England,neutral
29387,@sjneptune Hi to you too.,neutral
29395,Dad and Mum are heading that way and I normally jump in the middle and thash about a bit while having cat chasing dreams,neutral
29396,Download Backseat Goodbye's latest album for FREE!  http://freecd.backseatgoodbye.com/,neutral
29400,@applee_pyee sure,neutral
29406,listening to a Del Barrio records release. I think Cmyk music will have competition over minimal techno in madrid land.,neutral
29410,"@bighit15 There is only one you...therefore, you are an absolute original. See? Hanging with artists is good for the soul",neutral
29415,@xjamiex thanks,neutral
29418,"@mlwebb See? Sucked you right in.  The only problem will be church/Sunday race conflicts, but that's why God gave us DVR. :-D @jen_niffer",neutral
29425,watching jurassic park.  i havent seen this movie in years.,neutral
29428,I see @keysoffaith,neutral
29432,@SarcasticLeaves Iiight thanks.,neutral
29437,Now only with Windows 7,neutral
29448,"Is on the phone with Lena, Czerina, and Libby",neutral
29453,is finally allowed to go out,neutral
29454,Waiting the next release,neutral
29455,"@laralowell well, I know I am!!",neutral
29460,"@TReiz well, not all. just stay away from those kinds and surround yourself with those who don't. happy mother's day to ur mom, treiz!",neutral
29465,@mikeyway http://twitpic.com/4vw9a - lol wow I'm watching X-men: The last Stand right now too,neutral
29472,@dean2105 Stress-free is the way to be,neutral
29478,Anybody have special drink requests for my party thursday?,neutral
29479,@insomnia I shall drink lots,neutral
29482,@clickjow depois tu pode ver outras sï¿½ries. te indico two and a half men e the big bang theory. bem diferentes de 90210. comï¿½dias.,neutral
29483,@malloryforrest you fail. at life.,neutral
29485,@tylarjay i was at the outlets too,neutral
29488,@allmandinger yep.  working on the post now,neutral
29491,Happy Mother's day to all beautiful mother. May your love shines the world  Thank you mum.....,neutral
29492,@mpool are you call that winning?,neutral
29493,@DavidWMagee ah. I lived all over the Baltimore/DC suburbs the last 5 yes then finally made it back to my home state,neutral
29498,@DanySpike @Gen22 psst new blog up.. comments me likey,neutral
29502,Shopping!,neutral
29510,Watching Ace of Cakes,neutral
29517,LOOOVE the comedian in Obama! hahaha . man  I love this event. Someone get me a pic of Dennis Leary and his wife,neutral
29521,@k_zulu or get up on that Michael Jackson ish.  Not a bad look IMO,neutral
29524,@ixtumea like the name  what kind did you get?,neutral
29525,Ha that was cliche.,neutral
29531,Grad present photos on facebook,neutral
29535,first weekend at home,neutral
29544,@heartstarbolt I could get away with it. dare me? I'll go buy it tomorrow,neutral
29547,@amyb34 you've go mail,neutral
29549,@hellosunlight I want to know when the auditions are Mander! Text or...reply please!,neutral
29551,my dad is mad cause I hid in my room for his entire dinner party,neutral
29554,but i'm talking to the boy first,neutral
29560,"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics",neutral
29565,@mantia a mouth for sure,neutral
29566,@pat_ess Since T will be away - COME TO TUCSON!!!,neutral
29567,watching role models.. absolutely hilarious,neutral
29576,@Eier_Von_Abe  I have no idea!! but all white?? weird!! but not bad,neutral
29579,@hannahbal ummm. Idk. Courtney's date is hooking us up.,neutral
29582,Guinness at Coogars,neutral
29586,I'm Such a nerd. Reading my first of many books this summer,neutral
29594,@jenniferdodd i do show some discretion occasionally,neutral
29600,chillen trying to figure this thing out gettin drunk,neutral
29606,@domsmitherz what was said?,neutral
29608,"@ritajking oh wait, i messed up my own messed up lyrics, that should be &quot;don't concretize it&quot;",neutral
29609,VEGA UNDER FIREEEEEE,neutral
29613,@Dhazza hehe sure thing,neutral
29615,"@dwight_davis Are you headed to a conference?  Oh and if you're doing the book buying ban, you can always borrow, right?",neutral
29624,"@kalebnation i have to go soon, please can you do a contest!!!",neutral
29629,@Kris_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,neutral
29631,@grazzini You've been featured on #ykyat  http://ykyat.com/~37nnd,neutral
29641,waitin for some Fall out boy,neutral
29647,@kimdub I'm learning to,neutral
29648,@Chippewa29 they just said she was very elusive; should be tricky,neutral
29653,"@TsWendyWilliams AND, We have your fabulous interracial gangbang!  WOOT!",neutral
29654,@TheFifthSister So true!,neutral
29655,@zedomaxbiz Hmm it seems to me @lone_gun needs the followers.,neutral
29659,@mamacrow important person?  who?,neutral
29662,@NotSafeForWork you can vote once per day per computer,neutral
29667,Sleepless in Seattle,neutral
29670,"Is having a darts party with the parentals, my neighbor, and @livia9778!",neutral
29672,@slighter Thank you!,neutral
29674,@Pearlwhite27 ohh i love green and purple.. and BLACK!,neutral
29677,eat it caps.  3-2,neutral
29680,And- hand made by Dan &amp; Jenn -sock blockers ... made from exotic woods ... one of which is called &quot;purple heart&quot;,neutral
29691,is home,neutral
29694,@trisler lol. I see what you did there.,neutral
29695,@just_val_4_now not sure what youre talking about...im not on a ferris wheel im on my couch!,neutral
29698,Watching boxing and waiting to go out to Hollywood tonight,neutral
29702,You shutting up.   Jk,neutral
29704,At the walnut high school prom with becca,neutral
29710,@Bearablescents The SiteWarming parties usually do very well....if I do say so myself.    #sigjeans,neutral
29712,At Piece now  Possibly Beachwood in a bit,neutral
29719,@mileysupportrs1 Definitley Miley,neutral
29731,@KarenAlloy Congratulations  xo,neutral
29733,Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,neutral
29734,Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,neutral
29745,"takin short nap, gym and work before kids come back home tonite",neutral
29747,"i thought ur account @DavidArchie was fake. but, it's true, sorry david!",neutral
29758,"@biankuh no, im a people pleaser",neutral
29760,@liz920 I would notice...,neutral
29767,"@NYBabe i would say 10 years younger is not too young, but he would have to be intelligent, good convo skills and other skills",neutral
29769,"@seanthigpen i've heard that ST isn't true imax- shot at 1828x1556 and blown up to 4096, still- nice big screen!",neutral
29770,@Vivienne_m do it up,neutral
29771,@chocolatepixels I have a new found respect for you now that I know you know the Konami code!,neutral
29775,@_missrachel how much?,neutral
29777,deep fried mars bars! Nice..me like  awake cant sleep..chocolate overload!,neutral
29783,"@rawkinalien0917 i smell 'selos'. hihi  kidding. Uh, tsokay i guess. ;;) Pero diba.. FAITHFUL .. LOYAL.. )",neutral
29797,"@Carmen_Believer I know! That's ok, most did ;) Thanks",neutral
29803,eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself,neutral
29805,is watching Because I Said So,neutral
29812,"@KevinRay rub it in now...I had 2 do mine the old fashioned way, &amp; in the heat LOL  Yea U have no excuses so tom grab that beer &amp;.....",neutral
29813,"@rumblepurr That's not what @BabyPatches said  I like you, too, though. @Wildboutbirds is going steady with @ThatStripeyCat, though.....",neutral
29814,chillin bored drinking a margarita. txt me,neutral
29816,going to EK nao... will meet bloggers there instead of Makati  http://plurk.com/p/stnt0,neutral
29820,@chictopia it's ok because one of my favorite movie series is Star Wars. That makes me more of a dork than you,neutral
29823,I'm clean,neutral
29824,@spiderdj82 i was about 25 minutes late. i think they thought i got lost but i knew where i was going. yeah right! lol.,neutral
29832,@theremedy4u  5 days,neutral
29835,@MissSaraBee haha breakfast will fix that  w/ a large cwoffee,neutral
29846,just finished watching Ace of Cakes where they showed how they made the cake for the 100th episode of LOST,neutral
29847,@shiminhas boa nooite,neutral
29850,http://twitpic.com/4w67k - Camping at black butte lake,neutral
29853,Home from dinner with the parents,neutral
29856,"@sugarjones re: @garyvee &quot;Lost&quot; comment: oh yes, classic! That will free up some time fo sho!",neutral
29858,oooh yeaah fooood time I've found my seat at this bbq right in front of the food  hahaa,neutral
29861,@avenueofthearts My Pleasure,neutral
29862,Early Mother's Day dinner with the @AaronBishop family,neutral
29870,0,neutral
29880,took a nap at the beach...,neutral
29884,"@capemaybooks woofers, I knew it was you",neutral
29888,Laying in bed texting. Good night ya'll,neutral
29893,is going to see the Hannah Montana movie!!...lol...what a dork huh?!,neutral
29894,@thedcsportspage That's what I told him.,neutral
29896,@corrykbythebay  Some peoples kids..,neutral
29903,"i wanna move to england! &quot;ello, i must go to the loo. i will head to my caddy,yes.&quot; gahaha and the awesome accent.",neutral
29904,@ZnaTrainer How are you today!?,neutral
29905,"@JaneEJohnson If y'all say so, I trust you on that one",neutral
29907,@jareason legit. Legit cruise.,neutral
29909,@kirstyyl Yes because I haven't worn jeans in ages,neutral
29912,Back from NY...just ahead of the rain.,neutral
29915,@InnoLab Yes - it's an article I wrote on my blog a while ago.,neutral
29922,Whoooooo I'm gettin' extra hours today    afterwards I'm gonna see if I can get some marigolds for my mum ^^,neutral
29931,@tangokjewelry LOL!  Too true,neutral
29932,"@meesterbell yes, I do  but why did you change?",neutral
29942,@amandavp yea.. I will    haha,neutral
29947,@TheLonely ::Looks disappointed:: Cause I'm the Hug Princess. And I told you my cyber hugs tend to get violent.,neutral
29948,678 triple 98212,neutral
29950,@jayshake Internet radio thing for one of the many forums I am on,neutral
29955,@packers4 That's interesting to know... thanks,neutral
29963,Is back in sunny 95 degree weather though,neutral
29968,"@hatpak12 Remeber my blue dolphin?  I wore it out, thinking Victoria day gift for me?",neutral
29969,@Juan_Kinda_Guy  your kids are growing up around science guys. I grew up around politics.,neutral
29979,spent a few hours being a camera whore with palina,neutral
29981,@lillogs you should totally come get me and bring me to kelslaws house with you.,neutral
29988,"@ThisIsRobThomas Good night, Rob. Sleep well. Safe travels tomorrow!",neutral
29989,"@rahsheen alright, I'll let you slide on that one",neutral
29994,Just finished watching He's Just Not That Into You.  Loved it.,neutral
30001,is hangin with the love of my life. Tessa McCravy!!,neutral
30003,@lacrossehawty rofl uh huh,neutral
30008,@elliottp I'll follow anyone who is a sticker for usage.,neutral
30011,@douglasi TY for FF,neutral
30013,happy mother's day to your moms,neutral
30020,Hello to all my new followers..    say hi @ me so i can say its nice to meet you too!,neutral
30024,@grabrielRossi which one? On Sportv ? Will connect righ the way,neutral
30025,"@maryjanewatson I'm trying my dang hardest to not watch the movie again until I finish the book, again.",neutral
30028,check out q100 right now..99.7,neutral
30030,@kerrisnead FOR REAL!  Isn't it exciting!!!!,neutral
30037,"@dcastellani yes, yes it was",neutral
30039,is #6 seed in regionals!!,neutral
30040,Dfizzy if you ever read this Uh i got one question for you ^^ Would you ever date a fan?  Lmao!,neutral
30043,"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",neutral
30044,@corkyloowho i will,neutral
30049,@ikovannoy seperate = Yum. Together = gross sounding.,neutral
30051,@rachael_kearley That's Twitter for you.,neutral
30052,Babysitting. Text me and keep me company,neutral
